tracking_id	locus	nearest_ref_id	class_code	transcript_length	R1L1Kidney	R1L2Liver	R1L3Kidney	R1L4Liver	R1L6Liver	R1L7Kidney	R1L8Liver	R2L1Liver	R2L2Kidney	R2L3Liver	R2L4Kidney	R2L6Kidney	R2L7Liver	R2L8Kidney
TC_2915	chr1:229181446-229203094	ENSG00000173409	KNOWN		74	30	70	28	26	80	26	24	72	33	55	52	32	53
TC_2916	chr1:229221331-229242633	ENSG00000182118	KNOWN		77	18	84	22	14	77	17	13	93	22	68	97	11	76
TC_2917	chr1:229365297-229423937	ENSG00000119283	KNOWN		0	0	0	0	0	0	0	0	0	0	1	0	0	2
TC_2918	chr1:229388137-229388646	ENSG00000177153	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2919	chr1:229426132-229443547	ENSG00000143633	KNOWN		33	31	26	32	33	24	31	28	25	44	19	26	27	25
TC_2920	chr1:229443583-229480153	ENSG00000116906	KNOWN		133	100	128	120	96	141	112	89	155	117	98	123	90	126
TC_2921	chr1:229535122-229540221	ENSG00000116903	KNOWN		32	24	23	17	23	35	13	12	30	28	20	30	19	21
TC_2922	chr1:229540305-229556611	ENSG00000010072	KNOWN		10	10	16	9	8	6	12	6	10	11	5	10	8	7
TC_2923	chr1:229568054-229627413	ENSG00000135766	KNOWN		64	30	58	39	41	60	34	42	70	29	56	59	35	57
TC_2924	chr1:229576685-229576881	ENSG00000208120	NOVEL		0	0	0	1	1	1	2	0	0	0	0	0	1	1
TC_2925	chr1:229731022-229768890	ENSG00000116918	KNOWN		70	42	78	39	34	68	36	18	66	39	48	71	25	50
TC_2926	chr1:229829184-230243637	ENSG00000162946	KNOWN		0	1	0	0	0	1	0	0	3	0	1	2	0	2
TC_2927	chr1:229903131-229905015	ENSG00000203718	KNOWN		0	0	0	0	0	0	1	0	2	1	0	1	0	2
TC_2928	chr1:230163402-230166626	ENSG00000197945	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2929	chr1:230425245-230425509	ENSG00000208119	NOVEL		0	0	1	0	0	0	0	0	0	0	0	0	0	0
TC_2930	chr1:230600334-230763927	ENSG00000116991	KNOWN		63	32	74	30	33	63	31	22	81	34	48	82	29	47
TC_2931	chr1:230902591-230902676	ENSG00000208118	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2932	chr1:231007812-231012715	ENSG00000212916	KNOWN		2	4	8	15	12	4	6	5	6	3	5	5	9	7
TC_2933	chr1:231034386-231034556	ENSG00000206835	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2934	chr1:231153004-231181143	ENSG00000135778	KNOWN		48	15	49	14	20	50	18	11	46	15	46	51	12	34
TC_2935	chr1:231186505-231461715	ENSG00000135749	KNOWN		34	4	37	3	2	30	2	4	24	4	28	28	0	22
TC_2936	chr1:231403861-231455056	ENSG00000215810	KNOWN		3	0	4	1	0	5	0	0	7	0	2	5	0	3
TC_2937	chr1:231530137-231587516	ENSG00000143674	KNOWN		68	17	66	21	16	75	24	18	74	23	66	81	12	62
TC_2938	chr1:231816373-231874607	ENSG00000135750	KNOWN		25	13	39	9	14	35	17	9	37	18	29	32	12	34
TC_2939	chr1:232107447-232526872	ENSG00000183780	KNOWN		6	0	11	2	0	8	0	0	9	1	6	5	1	6
TC_2940	chr1:232575836-232586415	ENSG00000168275	KNOWN		37	18	47	23	16	26	16	18	31	20	38	41	16	40
TC_2941	chr1:232593682-232681472	ENSG00000059588	KNOWN		65	22	85	20	15	64	17	17	76	24	45	82	17	51
TC_2942	chr1:232795644-232795771	ENSG00000212144	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2943	chr1:232806638-232811894	ENSG00000168264	KNOWN		256	357	244	365	396	262	355	296	240	368	209	249	293	214
TC_2944	chr1:232961674-232962222	ENSG00000177107	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2945	chr1:233040343-233040444	ENSG00000201638	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2946	chr1:233106557-233106858	ENSG00000208115	NOVEL		0	0	0	0	0	0	1	2	0	0	0	0	0	0
TC_2947	chr1:233339283-233358754	ENSG00000173726	KNOWN		374	127	367	135	129	364	123	109	380	146	287	344	106	262
TC_2948	chr1:233357741-233357875	ENSG00000207181	KNOWN		2	2	3	1	1	4	0	3	2	4	0	0	1	0
TC_2949	chr1:233361121-233391395	ENSG00000188739	KNOWN		70	47	89	43	31	74	41	24	71	46	60	72	37	61
TC_2950	chr1:233396833-233558155	ENSG00000054267	KNOWN		183	148	200	137	118	182	128	79	141	136	129	172	95	112
TC_2951	chr1:233558376-233574463	ENSG00000152904	KNOWN		102	38	107	29	38	121	32	23	95	33	89	127	30	84
TC_2952	chr1:233597351-233678901	ENSG00000116957	KNOWN		64	50	55	39	46	59	50	28	53	54	59	56	41	40
TC_2953	chr1:233679890-233734404	ENSG00000162885	KNOWN		23	5	21	4	5	27	11	6	25	14	20	30	0	20
TC_2954	chr1:233767374-233767442	ENSG00000208113	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2955	chr1:233769769-233769835	ENSG00000208111	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2956	chr1:233769836-233769894	ENSG00000208109	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2957	chr1:233769896-233769963	ENSG00000208108	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2958	chr1:233771612-233771678	ENSG00000208107	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2959	chr1:233780755-233880677	ENSG00000168243	KNOWN		4	0	4	0	0	1	0	0	3	0	3	3	0	3
TC_2960	chr1:233818063-233822014	ENSG00000203674	KNOWN		0	0	0	0	0	0	0	0	0	0	1	0	0	0
TC_2961	chr1:233890964-234113563	ENSG00000143669	KNOWN		77	75	81	63	78	85	63	35	75	67	63	97	59	60
TC_2962	chr1:234145338-234145444	ENSG00000206803	NOVEL		0	3	0	7	4	1	3	1	0	5	0	0	2	0
TC_2963	chr1:234205764-234295104	ENSG00000116962	KNOWN		200	288	239	302	316	192	266	214	178	292	149	182	223	172
TC_2964	chr1:234339969-234340235	ENSG00000203673	NOVEL		11	0	8	0	1	6	0	0	10	2	5	3	0	3
TC_2965	chr1:234372497-234440790	ENSG00000077585	KNOWN		77	2	77	4	5	72	0	2	73	2	72	77	1	51
TC_2966	chr1:234447084-234511908	ENSG00000086619	KNOWN		49	40	59	33	47	52	54	28	56	45	47	59	31	51
TC_2967	chr1:234497703-234497881	ENSG00000201484	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	1	0
TC_2968	chr1:234624303-234714631	ENSG00000186197	KNOWN		207	23	167	15	19	224	20	20	217	30	202	205	27	174
TC_2969	chr1:234625339-234714631	ENSG00000215809	KNOWN		208	23	167	15	19	224	20	20	218	30	202	205	27	174
TC_2970	chr1:234748188-234779619	ENSG00000116977	KNOWN		178	78	171	87	74	163	70	65	187	84	135	184	69	148
TC_2971	chr1:234754026-234754421	ENSG00000182097	KNOWN		0	0	1	0	0	0	0	0	0	0	0	0	0	0
TC_2972	chr1:234780594-234834437	ENSG00000119285	KNOWN		102	94	90	94	90	105	72	61	96	99	96	100	70	84
TC_2973	chr1:234916422-234993863	ENSG00000077522	KNOWN		11	13	6	17	12	7	8	11	8	3	5	6	12	2
TC_2974	chr1:235025341-235130585	ENSG00000116984	KNOWN		330	80	358	69	62	327	60	49	329	50	271	324	54	266
TC_2975	chr1:235130892-235131068	ENSG00000212915	KNOWN		15	0	7	3	1	13	2	0	10	3	8	12	3	8
TC_2976	chr1:235234110-235234295	ENSG00000162840	KNOWN		12	5	3	6	3	6	3	2	5	7	6	4	1	9
TC_2977	chr1:235272128-236063911	ENSG00000198626	KNOWN		9	29	4	22	21	5	25	25	9	22	4	4	25	1
TC_2978	chr1:235350730-235350936	ENSG00000208104	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2979	chr1:235784963-235785088	ENSG00000208101	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2980	chr1:235832920-235833387	ENSG00000208098	NOVEL		2231	1361	2297	1361	1339	2113	1268	1225	2327	1333	2044	2301	1291	1950
TC_2981	chr1:236112333-236120558	ENSG00000116996	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2982	chr1:236157002-236157310	ENSG00000187712	NOVEL		4	0	4	2	2	5	1	0	4	1	8	4	0	7
TC_2983	chr1:236170997-236171062	ENSG00000208096	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2984	chr1:236171160-236171232	ENSG00000208094	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2985	chr1:236171234-236171302	ENSG00000208091	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	1	0
TC_2986	chr1:236171312-236171379	ENSG00000208090	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2987	chr1:236172416-236172483	ENSG00000208088	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2988	chr1:236172485-236172556	ENSG00000208086	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2989	chr1:236173579-236173653	ENSG00000208084	NOVEL		1	1	1	0	0	0	2	0	0	0	0	1	1	0
TC_2990	chr1:236175216-236175279	ENSG00000208082	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2991	chr1:236176239-236176310	ENSG00000208080	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2992	chr1:236179072-236179136	ENSG00000208078	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2993	chr1:236181466-236181534	ENSG00000208077	NOVEL		1	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2994	chr1:236181535-236181592	ENSG00000208076	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2995	chr1:236555610-236555692	ENSG00000208075	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_2996	chr1:236710323-236715947	ENSG00000215808	KNOWN		21	0	25	0	0	23	0	0	27	0	20	25	0	13
TC_2997	chr1:236721511-236722441	ENSG00000215807	NOVEL		0	0	0	0	0	0	1	0	0	0	1	0	0	0
TC_2998	chr1:237858996-238139338	ENSG00000133019	KNOWN		7	2	6	0	4	10	2	1	8	1	9	11	0	5
TC_2999	chr1:237937453-237948988	ENSG00000215806	NOVEL		5	0	7	0	0	3	0	0	4	0	8	3	0	2
TC_3000	chr1:238202710-238204170	ENSG00000215805	NOVEL		23	5	11	7	5	10	5	7	15	3	20	18	6	11
TC_3001	chr1:238321603-238711086	ENSG00000155816	KNOWN		31	0	28	0	0	31	0	0	32	0	24	28	0	26
TC_3002	chr1:238384576-238384695	ENSG00000202041	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3003	chr1:238571333-238571399	ENSG00000208072	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3004	chr1:238695806-238710127	ENSG00000215803	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3005	chr1:238719498-238842085	ENSG00000180875	KNOWN		3	79	2	84	96	4	104	76	4	109	6	3	70	5
TC_3006	chr1:238928243-238928350	ENSG00000199241	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3007	chr1:239005438-239587153	ENSG00000182901	KNOWN		9	0	4	2	1	12	0	0	13	0	9	13	0	10
TC_3008	chr1:239052893-239053590	ENSG00000215802	NOVEL		0	0	0	0	0	0	0	0	1	0	1	0	0	2
TC_3009	chr1:239471223-239471304	ENSG00000212005	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3010	chr1:239727526-239749677	ENSG00000091483	KNOWN		272	171	292	183	192	297	175	140	325	162	229	352	134	222
TC_3011	chr1:239762057-239825566	ENSG00000117009	KNOWN		68	95	80	118	106	61	103	67	71	108	66	56	76	41
TC_3012	chr1:239823075-239870324	ENSG00000054277	KNOWN		72	72	80	98	78	66	88	48	78	94	76	70	66	45
TC_3013	chr1:239858778-239865855	ENSG00000203668	KNOWN		24	16	30	16	12	32	15	11	33	17	22	30	9	21
TC_3014	chr1:239882203-240031580	ENSG00000162843	KNOWN		2	0	0	1	0	2	0	0	0	1	1	0	0	2
TC_3015	chr1:240078158-240119670	ENSG00000174371	KNOWN		0	0	0	0	1	0	0	1	0	0	1	0	1	0
TC_3016	chr1:240187041-240188987	ENSG00000196289	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3017	chr1:240223121-240223608	ENSG00000213026	NOVEL		2	1	0	0	0	1	0	0	0	0	0	1	0	0
TC_3018	chr1:240225415-240228998	ENSG00000197769	KNOWN		0	0	0	0	0	1	1	0	0	0	0	1	1	0
TC_3019	chr1:240253881-240253979	ENSG00000199671	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3020	chr1:240318312-240754621	ENSG00000180287	KNOWN		1	1	0	0	0	1	0	0	2	0	1	0	0	2
TC_3021	chr1:241002546-241003030	ENSG00000215800	NOVEL		0	1	0	0	0	0	0	0	0	0	0	0	0	0
TC_3022	chr1:241283859-241285412	ENSG00000215799	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3023	chr1:241311081-241311184	ENSG00000212230	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3024	chr1:241354353-241485331	ENSG00000143702	KNOWN		9	14	15	8	12	15	13	8	20	7	8	10	6	5
TC_3025	chr1:241454681-241462534	ENSG00000215798	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3026	chr1:241485943-241730011	ENSG00000054282	KNOWN		72	36	67	38	43	59	35	24	56	28	46	74	41	50
TC_3027	chr1:241718158-242080053	ENSG00000117020	KNOWN		54	11	41	5	10	40	5	3	42	10	30	52	5	36
TC_3028	chr1:242281208-242287401	ENSG00000179456	KNOWN		77	102	69	122	104	78	117	84	76	117	62	88	107	67
TC_3029	chr1:242294255-242297834	ENSG00000189069	KNOWN		0	1	0	0	0	0	0	0	0	0	0	0	0	0
TC_3030	chr1:242333857-242334135	ENSG00000208068	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3031	chr1:242582560-242619016	ENSG00000173728	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3032	chr1:242638420-242682036	ENSG00000035687	KNOWN		99	52	115	62	56	89	43	49	92	47	81	105	43	78
TC_3033	chr1:242691313-242870281	ENSG00000179397	KNOWN		3	6	7	8	4	8	4	2	2	9	5	7	2	8
TC_3034	chr1:242882975-242938958	ENSG00000121644	KNOWN		89	74	96	62	62	78	71	40	74	60	68	80	50	65
TC_3035	chr1:243059939-243066503	ENSG00000215797	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3036	chr1:243065262-243074980	ENSG00000203667	KNOWN		334	97	347	92	101	337	100	83	364	108	265	340	75	246
TC_3037	chr1:243070563-243076828	ENSG00000188206	KNOWN		426	219	429	226	224	423	230	173	460	229	329	427	158	325
TC_3038	chr1:243072961-243073163	ENSG00000213025	NOVEL		32	20	42	16	18	39	18	25	44	14	20	31	16	30
TC_3039	chr1:243080225-243094450	ENSG00000153187	KNOWN		821	349	795	357	357	760	344	288	874	375	698	850	301	608
TC_3040	chr1:243173831-243174141	ENSG00000201758	NOVEL		0	0	0	0	0	0	0	0	0	0	1	1	0	0
TC_3041	chr1:243184783-243184888	ENSG00000212592	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3042	chr1:243199794-243352916	ENSG00000203666	KNOWN		24	8	22	16	3	20	7	3	22	10	16	24	7	9
TC_3043	chr1:243199911-243200462	ENSG00000179576	NOVEL		2	0	1	0	0	2	2	0	0	0	2	1	0	0
TC_3044	chr1:243252940-243253043	ENSG00000207254	NOVEL		1	0	0	0	0	0	0	0	1	0	0	0	0	0
TC_3045	chr1:243273853-243273957	ENSG00000208060	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3046	chr1:243363852-243364015	ENSG00000201170	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3047	chr1:243583603-243601640	ENSG00000184516	KNOWN		0	0	0	0	0	1	0	0	0	0	0	2	0	0
TC_3048	chr1:243741031-243933051	ENSG00000162849	KNOWN		9	0	6	2	0	3	0	0	8	1	5	5	2	6
TC_3049	chr1:243979267-244737182	ENSG00000185420	KNOWN		19	5	16	8	3	19	5	3	26	3	19	23	9	21
TC_3050	chr1:244418939-244419043	ENSG00000202184	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3051	chr1:244655933-244656044	ENSG00000207326	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3052	chr1:244694898-244694976	ENSG00000208054	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3053	chr1:244770495-244796186	ENSG00000162851	KNOWN		39	70	35	65	58	44	59	57	40	49	30	27	46	40
TC_3054	chr1:244796386-244898484	ENSG00000162852	KNOWN		31	21	27	19	22	21	21	9	17	27	15	28	11	23
TC_3055	chr1:244954001-244998060	ENSG00000143653	KNOWN		154	214	138	228	199	144	201	162	155	196	141	166	164	104
TC_3056	chr1:245020440-245021411	ENSG00000198294	KNOWN		2	3	1	2	0	3	4	1	0	2	1	2	4	0
TC_3057	chr1:245069023-245162122	ENSG00000153207	KNOWN		52	37	43	25	23	51	35	28	42	31	33	42	19	37
TC_3058	chr1:245175472-245237981	ENSG00000197472	KNOWN		0	0	1	0	0	1	0	0	0	0	0	1	0	0
TC_3059	chr1:245266710-245308692	ENSG00000135747	KNOWN		8	6	3	4	3	5	8	1	0	4	3	3	2	4
TC_3060	chr1:245272716-245273949	ENSG00000215796	NOVEL		0	0	1	0	0	0	1	1	0	0	0	1	0	1
TC_3061	chr1:245328029-245334251	ENSG00000188295	KNOWN		7	2	11	3	1	8	2	0	6	4	7	8	5	3
TC_3062	chr1:245341436-245342149	ENSG00000196111	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3063	chr1:245385814-245401941	ENSG00000196418	KNOWN		6	6	10	8	6	9	4	1	10	4	10	14	2	8
TC_3064	chr1:245413738-245415359	ENSG00000215795	NOVEL		4	0	6	0	3	2	0	1	3	3	5	4	0	7
TC_3065	chr1:245434504-245434586	ENSG00000208053	NOVEL		0	0	1	0	0	1	0	0	0	0	3	1	0	1
TC_3066	chr1:245485897-245487135	ENSG00000197617	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3067	chr1:245524760-245524864	ENSG00000202079	NOVEL		0	1	0	0	0	1	0	2	0	1	0	0	1	0
TC_3068	chr1:245530246-245561668	ENSG00000162714	KNOWN		23	4	25	4	6	18	3	4	28	6	26	22	9	21
TC_3069	chr1:245646098-245679033	ENSG00000162711	KNOWN		1	0	1	2	3	0	2	1	3	2	0	1	2	1
TC_3070	chr1:245680954-245681907	ENSG00000177535	KNOWN		0	0	0	0	0	0	1	0	0	0	0	0	0	0
TC_3071	chr1:245721053-245722015	ENSG00000203664	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3072	chr1:245737040-245807613	ENSG00000169224	KNOWN		0	2	0	0	3	0	1	1	0	1	0	1	2	0
TC_3073	chr1:245760057-245763764	ENSG00000196242	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3074	chr1:245818285-245819238	ENSG00000177489	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3075	chr1:245835511-245836440	ENSG00000177476	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3076	chr1:245837049-245837124	ENSG00000208051	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3077	chr1:245849007-245850487	ENSG00000198452	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3078	chr1:245902043-245902966	ENSG00000197437	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3079	chr1:245941754-245942680	ENSG00000169214	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3080	chr1:245953024-245953968	ENSG00000198118	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3081	chr1:245968540-245969824	ENSG00000153230	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3082	chr1:245987387-245988331	ENSG00000196079	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3083	chr1:246044725-246045741	ENSG00000196772	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3084	chr1:246070853-246071821	ENSG00000197591	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3085	chr1:246087124-246110063	ENSG00000162722	KNOWN		2	0	6	2	3	4	1	4	5	8	6	4	3	5
TC_3086	chr1:246097900-246127072	ENSG00000198281	KNOWN		2	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3087	chr1:246150943-246151881	ENSG00000177462	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3088	chr1:246163694-246164680	ENSG00000177275	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3089	chr1:246167116-246330847	ENSG00000196071	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3090	chr1:246178783-246179721	ENSG00000196936	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3091	chr1:246195257-246196264	ENSG00000187080	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3092	chr1:246226925-246227019	ENSG00000199442	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3093	chr1:246251873-246252811	ENSG00000197454	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3094	chr1:246259045-246259144	ENSG00000200085	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3095	chr1:246268097-246269230	ENSG00000203663	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3096	chr1:246275713-246275812	ENSG00000200982	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3097	chr1:246290607-246291545	ENSG00000198128	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3098	chr1:246313588-246314521	ENSG00000197067	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3099	chr1:246352061-246352807	ENSG00000203662	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3100	chr1:246375073-246376011	ENSG00000162727	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3101	chr1:246409911-246410954	ENSG00000198601	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3102	chr1:246432993-246433931	ENSG00000177233	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3103	chr1:246468854-246469789	ENSG00000171180	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3104	chr1:246502777-246503739	ENSG00000177212	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3105	chr1:246524541-246525503	ENSG00000177201	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3106	chr1:246553555-246554493	ENSG00000177186	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3107	chr1:246578700-246579638	ENSG00000177174	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3108	chr1:246591506-246592552	ENSG00000196944	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3109	chr1:246617533-246618459	ENSG00000198104	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3110	chr1:246635919-246637028	ENSG00000175143	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3111	chr1:246682722-246683696	ENSG00000196240	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3112	chr1:246703275-246704231	ENSG00000196539	KNOWN		1	0	0	0	0	0	0	0	0	0	0	1	0	0
TC_3113	chr1:246718513-246719460	ENSG00000203661	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3114	chr1:246751571-246752521	ENSG00000188558	KNOWN		1	0	2	0	0	2	0	0	1	0	2	3	0	4
TC_3115	chr1:246788468-246789415	ENSG00000182783	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3116	chr1:246803725-246804681	ENSG00000183310	KNOWN		2	0	0	0	0	1	0	0	0	0	0	0	0	0
TC_3117	chr1:246822754-246823692	ENSG00000184022	KNOWN		6	0	10	0	0	5	0	0	4	0	3	9	0	4
TC_3118	chr1:246824851-246824957	ENSG00000201602	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3119	chr1:246856102-246857052	ENSG00000183130	KNOWN		1	0	0	0	0	0	0	0	0	0	1	0	0	0
TC_3120	chr1:246868211-246869182	ENSG00000177151	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3121	chr1:246879855-246880808	ENSG00000187701	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3122	chr1:246911293-246912228	ENSG00000189181	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3123	chr1:247071274-247087455	ENSG00000175137	KNOWN		55	54	65	58	51	58	52	56	55	68	58	63	77	58
TC_3124	chr1:247099153-247110336	ENSG00000171161	KNOWN		52	41	47	28	36	44	40	44	56	32	48	60	39	50
TC_3125	chr1:247110828-247119907	ENSG00000171163	KNOWN		51	49	58	46	48	50	53	52	48	48	53	66	49	48
TC_3126	chr1:247167018-247179967	ENSG00000185220	KNOWN		15	17	8	17	10	12	12	8	16	20	12	14	12	4
TC_3127	chr1:247173512-247173617	ENSG00000200495	NOVEL		0	0	0	0	1	0	0	0	0	0	0	0	0	0
TC_3128	chr1:247197526-247197891	ENSG00000176062	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3129	chr2:31608-36385	ENSG00000184731	KNOWN		3	3	1	3	1	5	2	2	3	2	3	3	3	2
TC_3130	chr2:208154-254032	ENSG00000035115	KNOWN		359	53	340	71	39	348	40	39	345	46	270	364	32	256
TC_3131	chr2:254896-268278	ENSG00000143727	KNOWN		154	87	193	108	77	184	85	76	176	103	147	175	74	137
TC_3132	chr2:269929-277835	ENSG00000189292	KNOWN		4	8	19	5	4	11	6	5	2	2	6	13	3	6
TC_3133	chr2:657975-667439	ENSG00000151353	KNOWN		53	29	50	45	38	49	28	30	48	34	43	47	26	39
TC_3134	chr2:677799-678340	ENSG00000162956	KNOWN		2	0	1	0	0	0	0	0	0	0	0	1	0	1
TC_3135	chr2:895298-895861	ENSG00000205911	KNOWN		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3136	chr2:936552-1350389	ENSG00000172554	KNOWN		1	0	2	0	2	1	0	1	1	0	0	1	0	0
TC_3137	chr2:1396242-1525502	ENSG00000115705	KNOWN		2	0	1	0	0	0	0	0	1	0	0	0	0	0
TC_3138	chr2:1614666-1727298	ENSG00000130508	KNOWN		45	69	63	61	64	67	53	47	89	62	63	75	50	70
TC_3139	chr2:1771894-2314052	ENSG00000186487	KNOWN		0	0	0	0	0	0	0	0	0	1	0	0	1	0
TC_3140	chr2:1798961-1825686	ENSG00000214874	NOVEL		0	0	0	0	0	0	0	0	0	0	0	0	0	0
TC_3141	chr2:3171759-3360646	ENSG00000032389	KNOWN		47	24	49	21	28	66	22	34	75	29	63	75	19	64
