tracking_id	locus	nearest_ref_id	class_code	transcript_length	T1a	T1b	T2	T3	N1	N2
Gene_08533	chr2:48592741-48608623	NM_002158	c		148	96	164	321	236	157
Gene_08534	chr2:48592741-48608623	NM_002158	c		35	48	100	109	149	204
Gene_08535	chr2:48738490-48738549	NR_024188	.		19	8	47	15	22	37
Gene_08536	chr2:48807919-48808190	NM_006873	c		303	119	1	206	26	10
Gene_08537	chr2:54045622-54045662	NM_001127397	c		145	78	346	73	68	218
Gene_08538	chr2:54365774-54365874	NM_138448	e		7	4	5	1	8	6
Gene_08539	chr2:54849521-54849599	NM_178313	c		9	1	0	1	2	4
Gene_08540	chr2:54876763-54877091	NM_178313	c		7	9	25	23	7	15
Gene_08541	chr2:54876763-54877091	NM_178313	c		73	75	117	72	127	97
Gene_08542	chr2:54883061-54883166	NM_178313	c		12	12	2	14	19	10
Gene_08543	chr2:54891586-54891740	NM_003128	.		56	1	159	6	16	12
Gene_08544	chr2:54895990-54896136	NM_003128	c		128	68	216	869	188	293
Gene_08545	chr2:55746976-55749283	NM_080667	c		239	262	552	1482	1281	383
Gene_08546	chr2:55761005-55761057	NM_080667	e		713	766	411	519	1174	1004
Gene_08547	chr2:60173923-60189877	-	-		0	0	2	0	0	1
Gene_08548	chr2:61024579-61024619	NM_022894	c		2	0	2	0	0	0
Gene_08549	chr2:61118817-61118938	NM_002908	o		0	0	1	0	0	0
Gene_08550	chr2:61165225-61166073	-	-		100	77	251	24	296	225
Gene_08551	chr2:61361351-61361403	NM_032506	c		0	0	0	0	0	44
Gene_08552	chr2:61390182-61391532	NM_001143959	e		1	3	0	0	0	1
Gene_08553	chr2:61391536-61391812	NM_001143959	c		224	50	148	56	157	225
Gene_08554	chr2:62451474-62451514	NM_006577	c		137	90	758	572	456	323
Gene_08555	chr2:63176206-63176296	NM_001142614	c		10	8	36	15	15	17
Gene_08556	chr2:64068132-64068310	NM_001001521	c		1	0	3	0	5	1
Gene_08557	chr2:64083435-64083556	NM_001001521	c		47	44	72	97	86	114
Gene_08558	chr2:64112909-64112962	NM_001001521	c		0	0	3	0	0	1
Gene_08559	chr2:64779851-64780090	NM_001002243	c		2	4	0	0	8	17
Gene_08560	chr2:64780313-64780488	NM_001002243	c		3	2	5	13	0	1
Gene_08561	chr2:64819156-64819303	NM_001002243	c		0	0	0	0	0	7
Gene_08562	chr2:65313280-65313358	NM_015147	c		21	3	354	1	9	31
Gene_08563	chr2:65454950-65467041	NM_001005386	c		5	2	29	0	0	191
Gene_08564	chr2:65480866-65480946	NM_001005386	c		55	17	236	9	149	51
Gene_08565	chr2:65482685-65488528	NM_001005386	e		1	0	0	5	0	2
Gene_08566	chr2:65492174-65492250	NM_001005386	.		0	0	0	6	0	2
Gene_08567	chr2:65495705-65495977	NM_001005386	c		8	7	9	1	11	15
Gene_08568	chr2:65496240-65496353	NM_001005386	c		50	35	42	52	32	22
Gene_08569	chr2:65496426-65496636	NM_001005386	c		12	16	32	9	4	3
Gene_08570	chr2:65496910-65497034	NM_001005386	c		308	192	189	272	788	513
Gene_08571	chr2:65497364-65497488	NM_001005386	c		17	6	77	25	15	28
Gene_08572	chr2:65497589-65497839	NM_001005386	c		17	18	28	7	9	7
Gene_08573	chr2:65497952-65498036	NM_001005386	c		1886	1274	5024	5324	3710	3470
Gene_08574	chr2:68622819-68622970	NM_002664	c		17	9	24	60	45	51
Gene_08575	chr2:68623585-68623782	NM_002664	c		23	3	14	6	1	56
Gene_08576	chr2:68623857-68624010	NM_002664	c		4615	2402	16690	4863	9252	19594
Gene_08577	chr2:68624111-68624153	NM_002664	c		119	128	5	1	0	1
Gene_08578	chr2:68624312-68624416	NM_002664	c		6	7	39	4	11	14
Gene_08579	chr2:69002503-69002543	NM_001166276	c		12	4	30	9	65	6
Gene_08580	chr2:69045041-69045098	NM_001166276	c		88	54	208	48	141	50
Gene_08581	chr2:69046262-69046383	NM_001166276	c		154	96	655	460	178	121
Gene_08582	chr2:69049472-69049598	NM_001166276	c		607	472	1571	2061	2208	1046
Gene_08583	chr2:69053171-69053268	NM_001166276	c		38	9	26	5	39	72
Gene_08584	chr2:69053788-69053888	NM_001166276	c		20	24	56	73	76	24
Gene_08585	chr2:70092031-70096949	NM_178439	c		0	0	0	0	0	9
Gene_08586	chr2:70132128-70132170	NM_006857	c		0	0	3	6	0	0
Gene_08587	chr2:70132312-70132360	NM_006857	o		166	154	141	89	112	113
Gene_08588	chr2:70143253-70143348	NM_002357	c		802	788	705	536	563	753
Gene_08589	chr2:70165378-70165507	NM_002357	c		17	15	59	17	125	55
Gene_08590	chr2:70165562-70165749	NM_002357	c		0	0	18	3	19	14
Gene_08591	chr2:70165927-70166005	NM_002357	c		0	0	24	0	4	0
Gene_08592	chr2:70166116-70166276	NM_002357	c		17	27	265	437	220	43
Gene_08593	chr2:70166865-70166989	NM_002357	c		503	356	34	36	150	82
Gene_08594	chr2:70167451-70167528	NM_002357	c		1	0	1	3	5	5
Gene_08595	chr2:70167831-70168079	NM_002357	c		0	0	0	17	0	2
Gene_08596	chr2:70168328-70168469	NM_002357	c		349	223	327	46	186	148
Gene_08597	chr2:70168666-70168766	NM_002357	c		734	563	4671	3611	2617	122
Gene_08598	chr2:70168831-70169172	NM_002357	c		0	1	0	0	0	0
Gene_08599	chr2:70169427-70169495	NM_002357	c		110	108	448	145	524	80
Gene_08600	chr2:70169552-70169897	NM_002357	c		41	0	298	4	35	8
Gene_08601	chr2:70169552-70169897	NM_002357	c		716	512	2468	2771	1531	975
Gene_08602	chr2:70169552-70169897	NM_002357	c		1	0	3	0	0	2
Gene_08603	chr2:70314866-70314910	NM_006196	c		5	3	230	77	14	11
Gene_08604	chr2:70315222-70315312	NM_006196	c		62	25	124	96	53	41
Gene_08605	chr2:70315410-70315798	NM_006196	c		2	1	12	0	5	3
Gene_08606	chr2:70507649-70508345	NM_016297	c		4	0	4	0	1	8
Gene_08607	chr2:70507649-70508345	NM_016297	c		3389	2996	5484	1294	6095	2106
Gene_08608	chr2:71360243-71360702	NM_005791	c		17	21	150	13	24	31
Gene_08609	chr2:71360243-71360702	NM_005791	c		49	20	107	34	62	67
Gene_08610	chr2:71576591-71577119	NM_014497	c		13	4	17	0	12	5
Gene_08611	chr2:71592566-71592706	NM_014497	.		263	224	686	229	1001	412
Gene_08612	chr2:71650551-71650845	NM_014497	c		0	0	0	7	1	0
Gene_08613	chr2:71653736-71654530	NM_014497	c		72	59	123	74	123	96
Gene_08614	chr2:71653736-71654530	NM_014497	c		70	58	1	0	0	21
Gene_08615	chr2:71653736-71654530	NM_014497	c		18	16	3	51	16	15
Gene_08616	chr2:71740926-71741000	NM_001130455	c		13	7	22	21	17	17
Gene_08617	chr2:71762150-71762218	NM_001130455	o		9	8	53	48	42	64
Gene_08618	chr2:71762396-71762436	NM_001130455	e		0	0	0	0	0	1
Gene_08619	chr2:71896785-71896830	NM_001130455	c		1	2	64	44	0	46
Gene_08620	chr2:73478371-73478448	NR_029402	c		0	0	4	0	0	0
Gene_08621	chr2:73679170-73679210	NM_015120	c		14	3	36	0	20	9
Gene_08622	chr2:73800193-73800445	NM_015120	c		0	0	0	0	0	1
Gene_08623	chr2:74074694-74074770	NM_201647	c		2	12	51	54	11	11
Gene_08624	chr2:74335075-74335159	NM_144993	c		640	588	1294	689	974	934
Gene_08625	chr2:74687820-74688011	NM_012477	o		139	132	248	118	301	176
Gene_08626	chr2:75118723-75118765	NM_000189	c		1	0	3	167	0	0
Gene_08627	chr2:75118921-75119362	NM_000189	c		33	19	30	64	65	97
Gene_08628	chr2:75118921-75119362	NM_000189	c		23	3	16	46	2	23
Gene_08629	chr2:75120176-75120401	NM_000189	c		154	145	40	57	888	79
Gene_08630	chr2:75120176-75120401	NM_000189	c		1	0	3	0	0	0
Gene_08631	chr2:75881877-75882237	NM_014763	c		99	59	209	25	21	40
Gene_08632	chr2:75883856-75884051	NM_014763	c		0	0	1	0	0	0
Gene_08633	chr2:75885570-75886100	NM_014763	c		68	100	198	111	172	266
Gene_08634	chr2:75885570-75886100	NM_014763	c		43	49	112	167	63	47
Gene_08635	chr2:77704087-77707969	-	-		487	510	11	39	755	239
Gene_08636	chr2:85132796-85133745	NM_021103	e		8	9	11	10	24	115
Gene_08637	chr2:85132796-85133745	NM_021103	.		2	7	5	10	15	17
Gene_08638	chr2:85132796-85133745	NM_021103	c		276	232	526	460	112	123
Gene_08639	chr2:85255047-85255264	NM_020122	.		96	58	204	119	355	208
Gene_08640	chr2:85270690-85270754	NM_020122	c		53	57	146	310	98	102
Gene_08641	chr2:85273237-85273280	NM_020122	.		41	25	167	251	105	55
Gene_08642	chr2:85276618-85276734	NM_020122	c		1	1	39	108	8	31
Gene_08643	chr2:85280708-85280887	NM_020122	c		76	38	197	30	41	114
Gene_08644	chr2:85806143-85806241	NM_003761	c		44	51	8	20	85	18
Gene_08645	chr2:85808745-85809142	NM_003761	c		43	54	55	595	125	23
Gene_08646	chr2:85850687-85850838	NM_006590	.		27	22	37	17	24	25
Gene_08647	chr2:85925785-85925836	NM_012483	c		35	39	322	168	42	25
Gene_08648	chr2:86439784-86439945	NM_145644	c		1	0	3	0	0	0
Gene_08649	chr2:86676931-86676971	NM_001146688	c		12	12	37	13	24	28
Gene_08650	chr2:86688746-86701894	NM_001146688	c		135	136	410	266	322	166
Gene_08651	chr2:86705325-86705365	NM_001146688	c		7	1	10	2	0	3
Gene_08652	chr2:86709058-86709157	NM_001146688	c		12	18	110	87	9	12
Gene_08653	chr2:86719558-86719758	NM_001146688	c		9	3	25	16	30	20
Gene_08654	chr2:86992157-86992253	NM_022780	c		24	10	17	3	16	5
Gene_08655	chr2:87001060-87001119	NM_022780	c		122	116	463	462	387	181
Gene_08656	chr2:87001175-87001373	NM_022780	c		0	0	100	46	9	1
Gene_08657	chr2:87001384-87001496	NM_022780	c		1274	527	943	71	1643	565
Gene_08658	chr2:87001704-87001891	NM_022780	c		3	1	0	0	0	0
Gene_08659	chr2:87001704-87001891	NM_022780	c		2	0	3	11	0	15
Gene_08660	chr2:87002914-87003024	NM_022780	c		2	3	63	10	36	34
Gene_08661	chr2:87004495-87015051	NM_022780	c		4	0	12	2	1	1
Gene_08662	chr2:87820591-87820846	NR_024204	c		0	1	0	0	0	2
Gene_08663	chr2:89049550-89049770	NM_144563	c		1111	1041	6721	1616	2555	1359
Gene_08664	chr2:89049965-89050227	NM_144563	c		39	36	118	181	146	69
Gene_08665	chr2:89050375-89050421	NM_144563	c		2	1	20	7	12	4
Gene_08666	chr2:99953915-99954006	NM_015904	c		20	18	46	127	90	93
Gene_08667	chr2:99977665-99980137	NM_015904	c		5	3	0	2	0	16
Gene_08668	chr2:99980758-99980887	NM_015904	e		126	141	98	76	226	49
Gene_08669	chr2:99984957-99992829	NM_015904	c		2	0	3	0	0	0
Gene_08670	chr2:99995477-99995591	NM_015904	e		1	1	1	0	0	0
Gene_08671	chr2:99995822-99995862	NM_015904	c		3	0	1	0	5	1
Gene_08672	chr2:100007055-100007146	NM_015904	c		1742	2798	3500	4008	7231	1141
Gene_08673	chr2:100015802-100016010	NM_015904	c		0	0	1	0	1	0
Gene_08674	chr2:101179411-101179518	NM_024065	.		8	0	3	23	15	193
Gene_08675	chr2:101619165-101619369	NM_000993	.		110	119	404	184	478	229
Gene_08676	chr2:101620620-101622522	NM_000993	c		2	1	1	0	0	0
Gene_08677	chr2:101622609-101622949	NM_000993	e		28	31	37	43	59	36
Gene_08678	chr2:101881304-101881487	NM_017546	.		320	275	677	1180	759	525
Gene_08679	chr2:101883148-101883262	NM_017546	c		100	67	45	51	754	413
Gene_08680	chr2:102407175-102407290	NM_004834	e		20	16	169	48	18	58
Gene_08681	chr2:102440384-102441892	NM_004834	e		5	2	5	2	5	3
Gene_08682	chr2:102445963-102448279	NM_004834	c		15	7	27	12	11	18
Gene_08683	chr2:102456276-102475498	NM_004834	c		185	30	166	19	309	123
Gene_08684	chr2:102456276-102475498	NM_004834	c		116	90	34	85	253	4
Gene_08685	chr2:102456276-102475498	NM_004834	e		3	0	0	0	0	4
Gene_08686	chr2:102476167-102476311	NM_004834	c		0	0	8	9	1	3
Gene_08687	chr2:102486782-102490177	NM_004834	c		31	12	79	77	52	31
Gene_08688	chr2:102501671-102505363	NM_004834	c		364	382	1726	572	1017	1025
Gene_08689	chr2:102501671-102505363	NM_004834	c		0	1	0	0	0	0
Gene_08690	chr2:102501671-102505363	NM_004834	c		114	134	443	447	318	261
Gene_08691	chr2:102507816-102507895	NM_004834	c		2575	1930	6941	1929	3382	4839
Gene_08692	chr2:102508060-102508215	NM_004834	c		1	1	1	3	0	0
Gene_08693	chr2:102508374-102508422	NM_004834	c		0	0	22	0	0	1
Gene_08694	chr2:102508496-102508562	NM_004834	c		21688	18329	60345	40096	61552	32496
Gene_08695	chr2:102508933-102509191	NM_004834	c		80	44	0	1	0	0
Gene_08696	chr2:102508933-102509191	NM_004834	c		8	3	13	13	0	13
Gene_08697	chr2:102511049-102511119	NM_004834	c		4	4	7	0	0	1
Gene_08698	chr2:102608524-102609185	NM_004633	i		23	23	133	63	62	114
Gene_08699	chr2:102781179-102781397	NM_000877	c		20	7	32	38	87	13
Gene_08700	chr2:102794364-102794591	NM_000877	c		0	0	0	0	0	2
Gene_08701	chr2:102794364-102794591	NM_000877	c		0	0	0	0	0	60
Gene_08702	chr2:102795726-102795936	NM_000877	c		67	46	41	51	49	117
Gene_08703	chr2:103068232-103068337	NM_003853	c		77	50	81	88	60	47
Gene_08704	chr2:103433160-103433211	NM_144632	c		0	0	0	0	0	1
Gene_08705	chr2:105959384-105959430	NM_024093	c		1	0	95	0	45	17
Gene_08706	chr2:106510196-106510329	NM_001004720	c		1321	1015	545	1382	2743	300
Gene_08707	chr2:106510399-106510463	NM_001004720	c		3	1	4	4	0	0
Gene_08708	chr2:107775488-107786163	-	-		9	14	34	15	21	5
Gene_08709	chr2:109086104-109086702	NM_181453	c		497	424	1465	2047	1647	1839
Gene_08710	chr2:109086104-109086702	NM_181453	c		44	19	247	403	43	71
Gene_08711	chr2:109086104-109086702	NM_181453	c		37	23	63	75	162	64
Gene_08712	chr2:109087155-109087524	NM_181453	c		52	72	70	74	183	32
Gene_08713	chr2:109087155-109087524	NM_181453	c		65	36	7	15	445	86
Gene_08714	chr2:109087633-109087753	NM_181453	c		541	586	845	1381	2689	1050
Gene_08715	chr2:109088085-109088185	NM_181453	c		229	328	458	292	329	481
Gene_08716	chr2:109203745-109205060	NM_004987	i		51	59	99	93	95	46
Gene_08717	chr2:109381433-109381551	NM_006267	c		8	1	56	20	10	15
Gene_08718	chr2:109383844-109384466	NM_006267	c		4	3	45	13	7	5
Gene_08719	chr2:109398599-109398723	NM_006267	c		4	5	162	25	10	6
Gene_08720	chr2:111921919-111922127	NM_006538	c		0	0	10	25	0	2
Gene_08721	chr2:111923135-111923175	NM_006538	c		34	15	67	30	65	66
Gene_08722	chr2:111923384-111923424	NM_006538	c		1	0	0	0	0	2
Gene_08723	chr2:113057419-113060926	NM_198581	e		240	187	967	649	1625	932
Gene_08724	chr2:113067453-113067741	NM_198581	c		42	73	197	313	115	5
Gene_08725	chr2:113069375-113074107	NM_198581	.		40	22	121	97	12	36
Gene_08726	chr2:113082704-113082765	NM_198581	.		0	0	0	1	0	2
Gene_08727	chr2:113094143-113094235	NM_198581	c		179	81	367	51	164	156
Gene_08728	chr2:113251902-113258823	NM_153712	c		2	2	13	18	1	6
Gene_08729	chr2:113288741-113289224	NM_153712	c		94	53	110	111	78	186
Gene_08730	chr2:113420839-113421014	NM_005415	c		2	0	11	2	0	2
Gene_08731	chr2:114202576-114202623	NM_172003	c		41	77	22	110	10	65
Gene_08732	chr2:114647842-114647902	NM_005721	.		105	113	164	307	277	166
Gene_08733	chr2:114670745-114674577	NM_005721	e		1	0	2	0	1	0
Gene_08734	chr2:114670745-114674577	NM_005721	c		31	23	67	28	112	57
Gene_08735	chr2:114684931-114688953	NM_005721	c		3	0	3	0	0	0
Gene_08736	chr2:114691894-114699891	NM_005721	c		6	3	30	17	12	14
Gene_08737	chr2:114714951-114715390	NM_005721	c		0	0	3	0	0	0
Gene_08738	chr2:114715503-114715567	NM_005721	c		1806	1185	3108	677	1161	1144
Gene_08739	chr2:114715636-114715751	NM_005721	c		273	328	437	164	310	155
Gene_08740	chr2:118582141-118582559	NM_006773	c		42	37	136	394	9	27
Gene_08741	chr2:118588119-118588581	NM_006773	c		317	326	385	488	801	390
Gene_08742	chr2:118588726-118588798	NM_006773	c		121	26	423	19	77	62
Gene_08743	chr2:118588920-118589320	NM_006773	c		10404	4626	32103	14288	19626	16079
Gene_08744	chr2:118588920-118589320	NM_006773	c		33	54	420	63	71	50
Gene_08745	chr2:118589399-118589520	NM_006773	c		13	4	19	0	17	16
Gene_08746	chr2:118867142-118867379	NM_016133	c		7	6	10	0	0	1
Gene_08747	chr2:120125778-120125873	NM_001079862	c		0	0	0	2	36	8
Gene_08748	chr2:120129879-120130108	NM_001079862	c		1248	1097	1764	1395	7828	865
Gene_08749	chr2:120658317-120658365	NM_002830	.		0	0	4	0	0	0
Gene_08750	chr2:120690031-120690125	NM_002830	.		113	45	127	16	83	47
Gene_08751	chr2:120692442-120692531	NM_002830	c		65	154	162	164	101	101
Gene_08752	chr2:121043507-121043588	NM_002881	c		157	163	914	211	276	198
Gene_08753	chr2:121047197-121050768	NM_002881	.		261	230	146	335	438	221
Gene_08754	chr2:121050787-121051158	NM_002881	c		0	0	1	7	0	2
Gene_08755	chr2:121050787-121051158	NM_002881	c		308	174	1829	608	751	603
Gene_08756	chr2:122523145-122523673	NM_004622	c		96	112	209	411	74	85
Gene_08757	chr2:122523145-122523673	NM_004622	c		500	447	1503	1191	1136	812
Gene_08758	chr2:127434697-127435077	NM_002101	i		63	27	17	21	177	2
Gene_08759	chr2:127453712-127453827	NM_002101	c		2	1	0	1	0	1
Gene_08760	chr2:127454048-127454206	NM_002101	c		187	102	133	171	70	84
Gene_08761	chr2:131131061-131131499	NM_001142370	c		0	0	2	0	0	0
Gene_08762	chr2:133019091-133038214	-	-		159	104	292	32	50	47
Gene_08763	chr2:135676401-135676441	NM_058241	c		86	66	131	0	11	17
Gene_08764	chr2:136396483-136396562	NM_015361	.		72	76	113	83	159	150
Gene_08765	chr2:136402989-136403078	NM_015361	c		2386	2037	6339	8582	5108	6236
Gene_08766	chr2:136481519-136481744	NM_015361	c		7	14	55	11	163	32
Gene_08767	chr2:136482000-136482043	NM_015361	c		0	0	0	3	1	0
Gene_08768	chr2:136482276-136482457	NM_015361	c		42	30	153	104	36	66
Gene_08769	chr2:136528226-136528309	NM_014607	e		65	80	91	56	87	59
Gene_08770	chr2:136541476-136542142	NM_014607	c		10	84	0	47	20	96
Gene_08771	chr2:136541476-136542142	NM_014607	c		0	0	0	0	6	8
Gene_08772	chr2:136541476-136542142	NM_014607	c		144	173	572	501	419	112
Gene_08773	chr2:138724745-138724839	NM_001024074	c		0	0	0	0	0	1
Gene_08774	chr2:139312695-139330296	NM_001001664	o		10	8	0	0	0	1
Gene_08775	chr2:139312695-139330296	NM_001001664	o		0	0	2	1	0	0
Gene_08776	chr2:139312695-139330296	NM_001001664	c		4	0	0	0	1	0
Gene_08777	chr2:143913105-143913190	NM_018460	c		4	4	11	0	25	2
Gene_08778	chr2:144525616-144525658	NM_018460	c		1622	1223	8543	5306	3568	1588
Gene_08779	chr2:149522590-149522630	NM_015630	c		15	17	11	5	2	17
Gene_08780	chr2:149528804-149528919	NM_015630	c		317	384	768	411	431	399
Gene_08781	chr2:149539205-149539327	NM_015630	c		89	49	1	110	461	216
Gene_08782	chr2:149544549-149544608	NM_015630	c		50	49	93	60	45	71
Gene_08783	chr2:152300184-152300224	NM_018151	.		0	2	106	0	0	0
Gene_08784	chr2:152321549-152322315	NM_018151	c		138	70	390	259	178	227
Gene_08785	chr2:152324510-152324613	NM_018151	c		21	41	39	27	19	59
Gene_08786	chr2:153504226-153504589	NM_052905	c		1	0	0	0	0	3
Gene_08787	chr2:157427661-157427794	NM_000408	c		105	85	137	192	349	140
Gene_08788	chr2:157435439-157435497	NM_000408	c		0	0	3	14	0	0
Gene_08789	chr2:157439307-157439488	NM_000408	c		4	7	5	15	11	4
Gene_08790	chr2:159477807-159477868	NM_003628	c		13	16	74	59	107	20
Gene_08791	chr2:159481470-159481638	NM_003628	c		4230	2505	4000	3349	8128	7121
Gene_08792	chr2:159537270-159537498	NM_003628	c		98	48	212	103	271	130
Gene_08793	chr2:160604343-160604401	NM_022826	c		52	52	74	36	110	38
Gene_08794	chr2:160623813-160623869	NM_022826	c		77	94	295	430	270	125
Gene_08795	chr2:160624106-160624161	NM_022826	c		222	378	159	65	103	59
Gene_08796	chr2:162036149-162036191	NM_004180	c		31	33	90	53	41	27
Gene_08797	chr2:162060010-162060056	NM_004180	.		144	34	95	132	392	306
Gene_08798	chr2:162087845-162087885	NM_004180	c		0	0	1	0	0	0
Gene_08799	chr2:162087948-162088024	NM_004180	c		5	1	30	0	13	6
Gene_08800	chr2:162224339-162242080	NM_005805	e		480	353	2226	246	496	669
Gene_08801	chr2:162247517-162265408	NM_005805	o		54	21	29	122	42	26
Gene_08802	chr2:162839792-162839905	NM_022058	c		2	0	5	1	0	2
Gene_08803	chr2:163217166-163217562	NM_012198	c		83	92	372	562	226	89
Gene_08804	chr2:170487296-170487358	NM_004792	.		0	0	0	0	0	1
Gene_08805	chr2:170488277-170488354	NM_004792	c		106	68	13	82	146	323
Gene_08806	chr2:170492666-170492740	NM_004792	e		14	8	41	28	68	10
Gene_08807	chr2:170492925-170493698	NM_004792	.		57	41	68	78	36	10
Gene_08808	chr2:170662040-170662080	NM_003142	.		0	0	2	0	0	0
Gene_08809	chr2:170667389-170667559	NM_003142	.		39	36	91	104	53	54
Gene_08810	chr2:170667688-170668226	NM_003142	e		25	18	16	55	37	46
Gene_08811	chr2:170762596-170762653	NM_172070	c		0	0	0	0	13	7
Gene_08812	chr2:170780632-170780674	NM_172070	c		3	3	2	0	20	7
Gene_08813	chr2:170863593-170863701	NM_172070	c		0	0	0	2	0	0
Gene_08814	chr2:171807859-171811218	NM_015530	c		0	0	0	0	1	0
Gene_08815	chr2:171813001-171822391	NM_015530	c		0	0	0	0	0	1
Gene_08816	chr2:171813001-171822391	NM_015530	c		61	42	9	16	34	32
Gene_08817	chr2:172412832-172412976	NM_024843	c		3	3	5	0	0	4
Gene_08818	chr2:172413079-172413619	NM_024843	c		344	323	842	578	1249	788
Gene_08819	chr2:172602391-172602431	NM_001378	c		4454	2908	28818	15571	13116	20964
Gene_08820	chr2:172782089-172782138	NM_003642	c		255	193	472	769	629	276
Gene_08821	chr2:172809444-172821986	NM_003642	c		62	53	115	128	243	52
Gene_08822	chr2:172822359-172823446	NM_003642	o		471	400	79	101	478	335
Gene_08823	chr2:172841129-172844274	NM_003642	c		7	16	1	0	0	43
Gene_08824	chr2:172848106-172848240	NM_003642	c		3	2	37	3	5	4
Gene_08825	chr2:173459836-173469054	NM_002610	c		31	18	21	182	41	104
Gene_08826	chr2:174086172-174086403	NM_133646	c		29	6	77	6	18	29
Gene_08827	chr2:175293662-175293780	NM_024583	o		115	126	203	310	674	238
Gene_08828	chr2:178081402-178081499	NM_194247	e		81	53	301	223	143	126
Gene_08829	chr2:178402849-178402889	NM_003659	c		2	0	0	0	0	0
Gene_08830	chr2:178403316-178403414	NM_003659	c		857	945	2409	442	863	830
Gene_08831	chr2:178405506-178405736	NM_003659	c		0	1	4	1	1	0
Gene_08832	chr2:178405506-178405736	NM_003659	c		47	48	134	253	215	158
Gene_08833	chr2:178862607-178866041	-	-		0	1	40	2	3	2
Gene_08834	chr2:179360220-179360327	NM_019091	e		0	0	55	0	0	0
Gene_08835	chr2:182339715-182339774	NM_000885	c		172	71	174	180	259	110
Gene_08836	chr2:182360560-182360733	NM_000885	c		0	0	0	0	0	2
Gene_08837	chr2:182388167-182388210	NM_000885	c		239	286	1084	1228	683	959
Gene_08838	chr2:182402035-182402079	NM_000885	c		0	0	0	5	1	3
Gene_08839	chr2:182756955-182756995	NM_006751	c		30	14	134	224	88	74
Gene_08840	chr2:182765586-182766683	NM_006751	c		40	15	124	60	59	59
Gene_08841	chr2:182794288-182794432	NM_006751	c		0	0	14	8	0	2
Gene_08842	chr2:183993090-183993176	NM_138285	c		13	16	61	3	41	19
Gene_08843	chr2:187359969-187364939	NM_018471	c		8	14	29	66	92	16
Gene_08844	chr2:187367220-187368943	NM_018471	c		1944	1334	5211	5439	3986	3571
Gene_08845	chr2:187367220-187368943	NM_018471	c		1	7	20	14	0	0
Gene_08846	chr2:187373577-187373814	NM_018471	c		19	12	42	10	23	5
Gene_08847	chr2:187373577-187373814	NM_018471	c		3	0	0	0	0	0
Gene_08848	chr2:190338934-190339516	NM_032168	c		59	25	148	13	21	48
Gene_08849	chr2:191064863-191065017	NM_001042519	c		34	41	53	51	50	26
Gene_08850	chr2:191066071-191066185	NM_001042519	c		295	335	499	925	1173	627
Gene_08851	chr2:191366290-191366331	NM_017694	c		2	1	0	0	0	2
Gene_08852	chr2:191792121-191792211	NM_014905	c		1	0	0	0	0	2
Gene_08853	chr2:191795188-191795297	NM_014905	c		0	1	0	0	0	0
Gene_08854	chr2:192225474-192243278	NM_012223	o		19	21	19	23	3	20
Gene_08855	chr2:192543746-192546720	NM_001031716	c		421	276	6013	3991	1990	3053
Gene_08856	chr2:192551402-192551475	NM_001031716	c		33	26	148	73	88	65
Gene_08857	chr2:196544865-196544916	NM_020342	c		24	10	83	10	24	45
Gene_08858	chr2:196545030-196545312	NM_020342	c		27	22	45	11	114	74
Gene_08859	chr2:196545379-196545429	NM_020342	c		1781	2584	20963	9284	8999	4201
Gene_08860	chr2:196599709-196599806	NM_020342	c		13	11	22	0	30	5
Gene_08861	chr2:196600279-196600320	NM_020342	c		233	131	79	68	161	72
Gene_08862	chr2:198367758-198367831	NM_002157	e		58	46	32	25	119	58
Gene_08863	chr2:198367950-198368142	NM_002157	c		43	33	153	130	243	39
Gene_08864	chr2:201062133-201074073	-	-		948	860	6	79	0	1
Gene_08865	chr2:201437427-201437467	NM_001160046	c		23	19	47	43	37	16
Gene_08866	chr2:201505823-201505863	NM_001159	c		214	99	461	331	650	410
Gene_08867	chr2:201681855-201681939	NM_014670	c		0	0	1	3	5	8
Gene_08868	chr2:202025376-202025624	NM_001127183	c		4	4	8	0	0	2
Gene_08869	chr2:202028881-202028932	NM_003879	c		370	273	1327	1153	2044	439
Gene_08870	chr2:202082988-202083070	NM_032977	c		0	4	0	0	0	0
Gene_08871	chr2:202084888-202084928	NM_032977	c		1	0	1	3	0	0
Gene_08872	chr2:202093689-202093731	NM_032974	c		0	0	40	0	0	0
Gene_08873	chr2:202137403-202137449	NM_001080125	c		49	46	84	77	83	43
Gene_08874	chr2:202137621-202139665	NM_001080125	c		0	0	0	0	0	1
Gene_08875	chr2:202334676-202334748	NM_018571	.		654	453	638	520	829	1301
Gene_08876	chr2:202337676-202337818	NM_018571	e		0	3	11	11	0	2
Gene_08877	chr2:202344775-202344951	NM_018571	c		1	0	0	0	0	0
Gene_08878	chr2:202345207-202345404	NM_018571	c		1	2	0	12	25	1
Gene_08879	chr2:202468849-202484777	NM_001168217	i		0	0	0	0	0	2
Gene_08880	chr2:203162567-203167770	NM_015934	.		72	80	361	232	183	62
Gene_08881	chr2:203162567-203167770	NM_015934	c		162	122	476	698	562	539
Gene_08882	chr2:203417479-203420292	NM_001204	c		65	41	79	43	24	49
Gene_08883	chr2:203425058-203425563	NM_001204	c		23	7	57	85	13	18
Gene_08884	chr2:203621933-203622085	NM_173511	e		0	0	2	0	1	1
Gene_08885	chr2:203630418-203630520	NM_173511	c		0	0	9	0	0	4
